,bedrooms,bathrooms,sqft_living,sqft_lot,floors,yr_built,zipcode,price,price_per_sqftlot,area_per_bhk
4398,3,2,2010,9417,1.0,1967,98030,335000.0,35.5739619836466,3139.0
4399,3,2,1980,9800,1.0,1991,98030,306000.0,31.224489795918366,3266.6666666666665
4400,4,3,1990,5511,2.0,1994,98030,302500.0,54.89021956087824,1377.75
4401,5,3,2880,8216,2.0,2001,98030,362000.0,44.0603700097371,1643.2
4402,3,3,1610,6176,2.0,1994,98030,255000.0,41.288860103626945,2058.6666666666665
4403,5,3,2530,9375,1.0,1966,98030,355000.0,37.86666666666667,1875.0
4404,3,3,1520,6298,2.0,1986,98030,260000.0,41.2829469672912,2099.3333333333335
4405,4,2,2192,12128,2.0,2006,98030,310000.0,25.560686015831134,3032.0
4406,3,3,1760,6477,2.0,1986,98030,267000.0,41.2227883279296,2159.0
4407,3,2,2440,13250,1.0,1977,98030,312000.0,23.547169811320753,4416.666666666667
4408,4,2,1570,9210,1.0,1965,98030,339900.0,36.90553745928339,2302.5
4409,3,1,1200,7220,1.0,1977,98030,225205.0,31.191828254847646,2406.6666666666665
4410,5,1,1790,30456,1.0,1964,98030,346000.0,11.360651431573418,6091.2
4411,3,1,1420,8800,1.0,1981,98030,248000.0,28.181818181818183,2933.3333333333335
4413,4,3,2440,7093,2.0,1999,98030,310000.0,43.70506132806993,1773.25
4414,4,3,1810,7350,1.0,1980,98030,272000.0,37.006802721088434,1837.5
4415,2,1,1800,9236,1.0,1954,98030,228000.0,24.686011260285838,4618.0
4416,3,3,2070,8337,2.0,1997,98030,325000.0,38.98284754707929,2779.0
4418,4,2,1830,5720,2.0,2003,98030,295000.0,51.57342657342657,1430.0
4419,3,2,1300,7907,1.0,1970,98030,270000.0,34.14695839129885,2635.6666666666665
4420,3,3,2120,9653,2.0,1992,98030,374950.0,38.8428467833834,3217.6666666666665
4421,3,3,1580,7000,2.0,1992,98030,280000.0,40.0,2333.3333333333335
4422,2,1,1080,6052,1.0,1908,98030,140000.0,23.13284864507601,3026.0
4423,3,2,1860,13939,1.0,1961,98030,291000.0,20.876676949565965,4646.333333333333
4424,4,2,1790,10200,1.0,1963,98030,302000.0,29.607843137254903,2550.0
4425,3,2,1410,7566,1.0,1985,98030,239900.0,31.707639439598204,2522.0
4426,4,3,2280,7200,2.0,1994,98030,322000.0,44.72222222222222,1800.0
4427,2,2,1840,7230,1.0,1938,98030,245000.0,33.8865836791148,3615.0
4428,4,2,1930,7207,1.0,1988,98030,280000.0,38.851116969612875,1801.75
4429,4,2,1940,7500,1.0,1966,98030,274000.0,36.53333333333333,1875.0
4430,3,2,1440,7008,1.0,1985,98030,245000.0,34.960045662100455,2336.0
4431,4,3,2665,5868,2.0,2006,98030,340000.0,57.94137695978187,1467.0
4432,3,3,2110,8304,1.0,1985,98030,289000.0,34.80250481695568,2768.0
4433,3,2,2000,7225,2.0,1985,98030,334000.0,46.22837370242215,2408.3333333333335
4435,5,3,3004,5700,2.0,2006,98030,398000.0,69.82456140350877,1140.0
4436,4,3,2689,5724,2.0,2006,98030,368000.0,64.29070580013976,1431.0
4437,3,2,1630,10962,1.0,1977,98030,305000.0,27.823389892355408,3654.0
4439,3,2,1290,13282,1.0,1978,98030,255000.0,19.19891582592983,4427.333333333333
4440,3,2,1400,9750,1.0,1964,98030,275000.0,28.205128205128204,3250.0
4442,4,3,2643,5750,2.0,2012,98030,376950.0,65.55652173913043,1437.5
4443,3,3,2170,8140,2.0,1994,98030,389950.0,47.9054054054054,2713.3333333333335
4444,4,3,1960,9898,2.0,2001,98030,300000.0,30.309153364316025,2474.5
4447,3,2,1970,7210,1.0,1978,98030,339000.0,47.01803051317614,2403.3333333333335
4448,3,2,2130,8800,1.0,1978,98030,283000.0,32.15909090909091,2933.3333333333335
4449,2,2,2060,7713,1.5,1930,98030,213500.0,27.680539349150784,3856.5
4450,4,3,2689,6688,2.0,2006,98030,425000.0,63.54665071770335,1672.0
4451,4,2,1964,3541,2.0,2013,98030,342000.0,96.58288619034171,885.25
4452,4,3,1660,9760,2.0,1994,98030,294999.0,30.22530737704918,2440.0
4454,3,3,2340,6837,2.0,1992,98030,315000.0,46.07283896445809,2279.0
4455,3,3,2210,10119,1.0,1966,98030,299000.0,29.548374345291037,3373.0
4456,4,3,2570,10155,2.0,1994,98030,379000.0,37.321516494337764,2538.75
4457,4,3,2483,5701,2.0,2005,98030,331000.0,58.05998947553061,1425.25
4458,3,2,1730,9516,1.0,1978,98030,257000.0,27.007145859604876,3172.0
4460,3,2,1310,7349,1.0,1995,98030,241500.0,32.8616138250102,2449.6666666666665
4461,3,1,1580,8240,1.0,1978,98030,253000.0,30.703883495145632,2746.6666666666665
4462,3,2,1780,9598,2.0,1985,98030,245000.0,25.526151281516984,3199.3333333333335
4463,4,1,1080,26114,1.5,1900,98030,275000.0,10.530749789385004,6528.5
4464,4,3,2370,6000,2.0,2001,98030,335000.0,55.833333333333336,1500.0
4465,3,3,3040,6255,2.0,1999,98030,340000.0,54.35651478816946,2085.0
4467,3,3,2692,6197,2.0,2007,98030,435000.0,70.19525576892045,2065.6666666666665
4468,3,3,1770,7336,2.0,1996,98030,270000.0,36.80479825517993,2445.3333333333335
4469,3,3,2550,6021,2.0,2002,98030,353000.0,58.62813486131872,2007.0
4470,3,2,1410,10577,1.0,1994,98030,269000.0,25.43254230878321,3525.6666666666665
4471,3,2,1730,6007,1.0,2004,98030,299000.0,49.77526219410687,2002.3333333333333
4472,4,2,2130,8499,1.0,1975,98030,325000.0,38.23979291681374,2124.75
4474,3,3,1360,5754,2.0,1994,98030,239000.0,41.53632255822037,1918.0
4475,3,2,1420,6984,1.0,1980,98030,240000.0,34.36426116838488,2328.0
4476,4,3,2240,7589,2.0,1994,98030,330000.0,43.48398998550534,1897.25
4477,4,2,1700,12048,2.0,1990,98030,277500.0,23.032868525896415,3012.0
4479,4,3,2793,5703,2.0,2009,98030,421500.0,73.90846922672277,1425.75
4480,3,2,1936,9495,1.0,2013,98030,338900.0,35.69246972090574,3165.0
4481,6,5,3028,18055,2.0,2005,98030,480000.0,26.585433397950705,3009.1666666666665
4482,3,3,2329,5720,2.0,2010,98030,327555.0,57.26486013986014,1906.6666666666667
4483,4,3,1785,2552,2.0,2009,98030,282000.0,110.50156739811912,638.0
4484,3,3,2196,7475,2.0,2006,98030,333500.0,44.61538461538461,2491.6666666666665
4485,3,2,2730,9388,1.0,1975,98030,345000.0,36.74904132935662,3129.3333333333335
4486,4,3,2448,4949,2.0,2014,98030,447055.0,90.33239038189534,1237.25
4487,4,3,3202,4964,2.0,2014,98030,460940.0,92.85656728444802,1241.0
4488,4,3,2544,4071,2.0,2013,98030,415000.0,101.94055514615573,1017.75
4489,4,3,2612,5850,2.0,2014,98030,379950.0,64.94871794871794,1462.5
4490,3,3,1741,5701,2.0,2012,98030,300000.0,52.62234695667427,1900.3333333333333
4491,4,3,2692,8392,2.0,2014,98030,436472.0,52.010486177311726,2098.0
4492,4,3,3216,5902,2.0,2014,98030,498445.0,84.45357505930193,1475.5
4493,4,3,2930,4875,2.0,2014,98030,442515.0,90.77230769230769,1218.75
4494,5,4,2815,4900,2.0,2011,98030,491000.0,100.20408163265306,980.0
4495,3,3,1578,7340,2.0,2010,98030,259950.0,35.415531335149865,2446.6666666666665
4496,3,3,2424,6143,2.0,2014,98030,391500.0,63.73107602148787,2047.6666666666667
4497,3,2,2360,6145,1.0,2011,98030,348000.0,56.63140764849471,2048.3333333333335
4498,3,2,1239,6036,1.0,2009,98030,253101.0,41.93190854870775,2012.0
4499,3,3,1528,7616,2.0,2011,98030,272000.0,35.714285714285715,2538.6666666666665
4500,3,3,2185,6042,2.0,2009,98030,374000.0,61.90003310162198,2014.0
4501,4,3,2478,6079,2.0,2012,98030,386000.0,63.49728573778582,1519.75
4502,3,3,2828,4050,2.0,2013,98030,367000.0,90.61728395061728,1350.0
4503,4,3,2542,6120,2.0,2014,98030,359950.0,58.81535947712418,1530.0
4504,4,3,3236,9608,2.0,2005,98030,450000.0,46.83597002497918,2402.0
4505,4,3,3250,13360,2.0,2014,98030,486940.0,36.44760479041916,3340.0
4506,3,3,2313,5700,2.0,2011,98030,370000.0,64.91228070175438,1900.0
4507,4,3,2864,8035,3.0,2014,98030,380000.0,47.293092719352835,2008.75
4508,4,3,2716,7850,2.0,2014,98030,452000.0,57.5796178343949,1962.5
4509,4,3,1867,15314,2.0,2013,98030,378950.0,24.745331069609506,3828.5
4510,4,3,2531,6843,2.0,2013,98030,370000.0,54.069852403916414,1710.75
4511,4,3,2930,5973,2.0,2008,98030,422000.0,70.65126402142977,1493.25
4512,3,1,1430,15246,1.0,1961,98031,235000.0,15.413879050242686,5082.0
4513,4,3,1700,7280,2.0,1988,98031,290000.0,39.83516483516483,1820.0
4514,3,3,2653,4510,2.0,2006,98031,365000.0,80.93126385809313,1503.3333333333333
4515,4,2,2600,11325,1.0,1969,98031,304900.0,26.922737306843267,2831.25
4516,3,3,1550,8134,2.0,1991,98031,268000.0,32.9481190066388,2711.3333333333335
4517,3,2,1510,3413,2.0,1985,98031,230000.0,67.38939349545853,1137.6666666666667
4518,3,2,2120,18500,2.0,1983,98031,375000.0,20.27027027027027,6166.666666666667
4520,3,2,1280,7524,1.5,1988,98031,242000.0,32.16374269005848,2508.0
4521,3,3,1920,7415,2.0,1989,98031,260000.0,35.06405933917734,2471.6666666666665
4522,4,3,2340,8548,2.0,1993,98031,390000.0,45.62470753392606,2137.0
4523,4,3,2030,4997,2.0,2004,98031,310950.0,62.22733640184111,1249.25
4525,3,2,1410,9315,1.0,1960,98031,255000.0,27.375201288244767,3105.0
4526,3,3,1920,5322,2.0,1999,98031,324000.0,60.879368658399095,1774.0
4527,4,3,1860,6687,1.0,1983,98031,288400.0,43.12845820248243,1671.75
4528,5,3,2970,24759,1.0,1969,98031,469500.0,18.9628014055495,4951.8
4529,4,3,1930,9643,2.0,1992,98031,315000.0,32.66618272321892,2410.75
4530,4,3,2230,5000,2.0,2003,98031,305000.0,61.0,1250.0
4533,3,2,1700,8247,1.0,1970,98031,249000.0,30.19279738086577,2749.0
4534,3,2,1180,7793,1.0,1992,98031,265900.0,34.12036442961632,2597.6666666666665
4535,3,2,1280,12776,1.0,1977,98031,300000.0,23.4815278647464,4258.666666666667
4536,3,2,1210,7136,1.0,2003,98031,269000.0,37.696188340807176,2378.6666666666665
4538,4,2,2530,24700,2.0,1974,98031,340000.0,13.765182186234817,6175.0
4539,4,3,2360,7475,2.0,1992,98031,340000.0,45.48494983277592,1868.75
4541,3,3,1440,7741,1.0,1983,98031,265000.0,34.233303190802225,2580.3333333333335
4542,3,3,2720,11937,2.0,1990,98031,372400.0,31.197118203903827,3979.0
4544,3,2,1430,7700,1.0,1981,98031,252000.0,32.72727272727273,2566.6666666666665
4547,3,2,1270,11600,1.0,1964,98031,246500.0,21.25,3866.6666666666665
4548,4,2,2130,9600,1.0,1966,98031,305000.0,31.770833333333332,2400.0
4549,3,2,1560,8314,1.0,1962,98031,273500.0,32.896319461149865,2771.3333333333335
4550,3,3,2550,4240,2.0,2006,98031,325000.0,76.65094339622641,1413.3333333333333
4553,3,3,1770,6187,2.0,1992,98031,245000.0,39.59915952804267,2062.3333333333335
4555,3,2,1840,7326,1.0,1979,98031,319990.0,43.67867867867868,2442.0
4557,3,3,2850,8039,1.0,1989,98031,335000.0,41.6718497325538,2679.6666666666665
4558,4,3,1920,7277,2.0,1990,98031,320000.0,43.97416517795795,1819.25
4561,4,3,2200,8065,2.0,1998,98031,300000.0,37.197768133911964,2016.25
4562,3,2,1650,2958,2.0,1985,98031,233500.0,78.93847194050034,986.0
4563,3,3,2530,8820,2.0,1997,98031,429000.0,48.63945578231292,2940.0
4564,3,3,1880,6818,2.0,1993,98031,325000.0,47.667937811674975,2272.6666666666665
4565,4,3,3220,8936,2.0,1990,98031,430000.0,48.11996418979409,2234.0
4566,4,3,2641,8615,2.0,1998,98031,324950.0,37.71909460243761,2153.75
4567,4,3,1910,8058,2.0,1992,98031,300000.0,37.230081906180196,2014.5
4568,3,2,1340,7210,1.0,1975,98031,255000.0,35.36754507628294,2403.3333333333335
4569,3,3,2480,6180,2.0,1999,98031,420000.0,67.96116504854369,2060.0
4571,4,2,1770,7778,2.0,1998,98031,350000.0,44.99871432244793,1944.5
4573,4,3,2520,6964,1.0,1987,98031,307000.0,44.08385985066054,1741.0
4575,3,3,1790,6191,2.0,1992,98031,250000.0,40.381198513971896,2063.6666666666665
4576,3,3,2220,6049,2.0,1990,98031,325000.0,53.727888907257395,2016.3333333333333
4577,4,3,3200,22651,1.0,1970,98031,385000.0,16.99704207319765,5662.75
4578,4,3,2350,8906,2.0,1993,98031,295000.0,33.1237368066472,2226.5
4579,2,1,970,8185,1.0,1904,98031,204995.0,25.045204642638975,4092.5
4580,3,2,1900,9737,1.0,1968,98031,275000.0,28.242785252131046,3245.6666666666665
4581,4,3,2150,6807,2.0,1991,98031,316500.0,46.49625385632437,1701.75
4583,4,2,2090,7416,1.0,1970,98031,289950.0,39.09789644012945,1854.0
4584,3,2,1840,7412,1.0,1976,98031,269500.0,36.3599568267674,2470.6666666666665
4586,3,1,1180,6947,1.0,1968,98031,248000.0,35.6988628184828,2315.6666666666665
4588,5,3,2740,12413,2.0,1990,98031,386000.0,31.096431160879725,2482.6
4589,2,2,1460,10506,1.0,1983,98031,299950.0,28.550352179706834,5253.0
4590,3,2,1510,16200,1.0,1970,98031,275000.0,16.97530864197531,5400.0
4591,4,3,2980,12534,2.0,1996,98031,515000.0,41.08823998723472,3133.5
4592,3,2,2310,7200,2.0,1990,98031,327500.0,45.486111111111114,2400.0
4594,4,3,2120,5293,2.0,2003,98031,319990.0,60.455318344983944,1323.25
4596,3,2,1390,7399,1.0,1975,98031,246000.0,33.24773618056494,2466.3333333333335
4598,5,3,2740,5400,2.0,2005,98031,378800.0,70.14814814814815,1080.0
4599,3,3,2200,9696,2.0,1987,98031,365000.0,37.6443894389439,3232.0
4600,4,3,1980,5909,2.0,2003,98031,307550.0,52.047723811135555,1477.25
4601,3,2,1570,7775,2.0,1982,98031,263000.0,33.82636655948553,2591.6666666666665
4603,4,3,2680,7700,2.0,1990,98031,363500.0,47.20779220779221,1925.0
4604,3,2,1420,7297,1.0,1984,98031,269000.0,36.864464848567906,2432.3333333333335
4605,3,2,2010,8065,1.0,1984,98031,299000.0,37.07377557346559,2688.3333333333335
4606,3,1,1790,11884,1.0,1951,98031,260000.0,21.878155503197576,3961.3333333333335
4607,4,3,3000,9460,2.0,2001,98031,430000.0,45.45454545454545,2365.0
4609,4,3,2440,7797,1.0,1965,98031,278800.0,35.75734256765423,1949.25
4610,3,2,1590,7560,1.0,1984,98031,250000.0,33.06878306878307,2520.0
4611,4,3,2500,26400,1.0,1977,98031,368500.0,13.958333333333334,6600.0
4612,4,3,2330,4606,2.0,2004,98031,308000.0,66.8693009118541,1151.5
4614,3,2,1010,7896,1.0,1984,98031,259950.0,32.921732522796354,2632.0
4615,4,4,3100,7600,2.0,2005,98031,511000.0,67.23684210526316,1900.0
4616,3,3,1650,6684,2.0,1991,98031,268000.0,40.095751047277076,2228.0
4617,5,4,3430,6872,2.0,2002,98031,473000.0,68.83003492433062,1374.4
4618,3,3,1600,2788,2.0,1992,98031,245000.0,87.87661406025825,929.3333333333334
4619,4,3,2170,19785,2.0,1992,98031,340000.0,17.18473591104372,4946.25
4620,3,2,1830,12891,1.0,1994,98031,336500.0,26.103483050190054,4297.0
4621,3,2,2130,8721,1.0,1987,98031,316000.0,36.23437679165233,2907.0
4622,3,1,1050,8498,1.0,1959,98031,249000.0,29.301012002824194,2832.6666666666665
4623,3,2,1360,9980,1.0,1966,98031,244900.0,24.539078156312627,3326.6666666666665
4624,4,3,2810,6146,2.0,1998,98031,301000.0,48.9749430523918,1536.5
4625,3,2,2140,7200,2.0,1979,98031,280000.0,38.888888888888886,2400.0
4626,3,3,2760,6420,2.0,1991,98031,375000.0,58.41121495327103,2140.0
4628,4,3,1830,6360,2.0,1994,98031,284000.0,44.65408805031446,1590.0
4629,3,3,1720,3407,2.0,1992,98031,245000.0,71.91077194012327,1135.6666666666667
4630,4,3,3390,16153,1.0,1961,98031,350000.0,21.667801646752924,4038.25
4631,3,3,1900,8200,2.0,1984,98031,314000.0,38.292682926829265,2733.3333333333335
4632,3,2,1200,24805,1.0,1984,98031,250000.0,10.078613182826043,8268.333333333334
4634,3,3,2090,12027,2.0,1991,98031,327500.0,27.230398270557913,4009.0
4636,4,3,2150,7670,1.0,1976,98031,344900.0,44.96740547588005,1917.5
4637,3,3,1500,10652,2.0,1981,98031,240000.0,22.53098009763425,3550.6666666666665
4639,4,3,2380,7066,2.0,1997,98031,357000.0,50.523634305123124,1766.5
4640,3,2,1890,7314,1.0,1981,98031,255000.0,34.86464315012305,2438.0
4641,4,3,1980,12062,2.0,1992,98031,374950.0,31.085226330625105,3015.5
4642,0,0,2460,8049,2.0,1990,98031,355000.0,44.104857746303885,8049.0
4643,4,3,2330,14175,1.0,1980,98031,372000.0,26.243386243386244,3543.75
4644,3,2,1650,16200,1.0,1976,98031,264500.0,16.32716049382716,5400.0
4647,4,2,2260,7200,2.0,1984,98031,289659.0,40.23041666666666,1800.0
4648,3,3,2110,7434,2.0,1978,98031,319000.0,42.91094969061071,2478.0
4649,4,3,3290,10783,2.0,1990,98031,449950.0,41.72771955856441,2695.75
4650,3,2,1650,3788,2.0,1985,98031,233703.0,61.695617740232315,1262.6666666666667
4651,3,2,1120,11430,1.0,1963,98031,227950.0,19.943132108486438,3810.0
4652,3,3,1890,7053,2.0,1992,98031,347500.0,49.269814263434,2351.0
4653,3,2,1560,9514,1.0,1967,98031,285000.0,29.95585453016607,3171.3333333333335
4654,3,3,1640,5707,2.0,1995,98031,300000.0,52.56702295426669,1902.3333333333333
4655,3,2,1390,11340,1.0,1963,98031,232000.0,20.458553791887127,3780.0
4656,5,3,2750,12350,2.0,1987,98031,357000.0,28.90688259109312,2470.0
4657,3,2,1470,10390,1.0,1989,98031,262500.0,25.26467757459095,3463.3333333333335
4658,3,2,1320,7200,1.0,1975,98031,251750.0,34.96527777777778,2400.0
4659,3,2,1570,7416,1.0,1971,98031,253000.0,34.11542610571737,2472.0
4661,5,3,2740,5460,2.0,2005,98031,370000.0,67.76556776556777,1092.0
4662,4,3,2110,6838,2.0,1991,98031,325000.0,47.52851711026616,1709.5
4663,4,2,1930,7452,1.0,1984,98031,312000.0,41.86795491143317,1863.0
4664,4,3,2020,7289,2.0,1994,98031,360000.0,49.3894910138565,1822.25
4665,3,2,1730,6900,1.0,1976,98031,300000.0,43.47826086956522,2300.0
4666,4,3,2550,8824,2.0,1990,98031,422500.0,47.88077969174977,2206.0
4668,4,3,2520,9604,2.0,1990,98031,372000.0,38.73386089129529,2401.0
4669,4,3,1790,10584,1.0,1981,98031,312000.0,29.478458049886623,2646.0
4670,4,3,1930,8336,2.0,1995,98031,319000.0,38.267754318618046,2084.0
4671,4,3,2580,5476,2.0,2005,98031,354000.0,64.64572680788898,1369.0
4672,3,3,2470,7700,2.0,1990,98031,365000.0,47.4025974025974,2566.6666666666665
4673,4,3,2210,7079,2.0,1993,98031,382500.0,54.03305551631586,1769.75
4675,3,2,1260,7346,1.0,1987,98031,290000.0,39.477266539613396,2448.6666666666665
4676,3,2,1400,6956,1.0,1957,98031,230000.0,33.064979873490515,2318.6666666666665
4677,3,2,1740,9672,1.0,1963,98031,269900.0,27.905293631100083,3224.0
4678,4,3,2160,9682,2.0,1999,98031,345500.0,35.68477587275356,2420.5
4679,3,2,1200,8034,1.0,1975,98031,243000.0,30.246452576549665,2678.0
4680,3,3,2030,8000,2.0,1997,98031,305000.0,38.125,2666.6666666666665
4681,3,2,1440,7673,1.0,1982,98031,249000.0,32.451453147399974,2557.6666666666665
4682,4,3,1950,9720,1.0,1986,98031,310000.0,31.893004115226336,2430.0
4684,3,2,1670,7881,1.0,1977,98031,252000.0,31.975637609440426,2627.0
4685,3,3,1720,3951,2.0,1992,98031,256900.0,65.02151354087573,1317.0
4686,3,3,2300,8938,2.0,1989,98031,395000.0,44.193331841575294,2979.3333333333335
4687,3,3,1920,7779,2.0,1989,98031,279000.0,35.86579251831855,2593.0
4688,3,2,1840,6750,1.0,1980,98031,265000.0,39.25925925925926,2250.0
4689,3,2,1740,10836,1.0,1981,98031,252000.0,23.25581395348837,3612.0
4690,3,3,1630,7700,1.0,1978,98031,249900.0,32.45454545454545,2566.6666666666665
4691,3,2,1500,11616,1.0,1980,98031,230000.0,19.800275482093664,3872.0
4692,3,3,1950,9618,2.0,1992,98031,315000.0,32.751091703056765,3206.0
4693,3,2,1730,11325,1.0,1972,98031,292000.0,25.783664459161148,3775.0
4695,2,1,700,13500,1.0,1920,98031,152000.0,11.25925925925926,6750.0
4697,3,2,2140,26600,1.0,1983,98031,365000.0,13.721804511278195,8866.666666666666
4698,3,2,1760,9600,1.0,1966,98031,272000.0,28.333333333333332,3200.0
4699,4,3,3250,4650,2.0,2007,98031,353500.0,76.02150537634408,1162.5
4700,3,3,1680,15711,1.0,1994,98031,282000.0,17.94920756158106,5237.0
4701,3,2,1840,6214,1.0,1983,98031,285000.0,45.86417766334084,2071.3333333333335
4702,4,3,1840,5550,2.0,2004,98031,300000.0,54.054054054054056,1387.5
4703,4,3,2155,8140,2.0,1996,98031,358800.0,44.07862407862408,2035.0
4704,4,3,2370,7274,2.0,1997,98031,351000.0,48.254055540280454,1818.5
4706,3,2,1210,6634,1.0,1985,98031,237000.0,35.72505275851673,2211.3333333333335
4707,4,3,1850,8198,2.0,1993,98031,295000.0,35.984386435716026,2049.5
4709,4,2,1800,28650,1.0,1975,98031,295000.0,10.296684118673648,7162.5
4711,3,2,1430,7210,1.0,1975,98031,257000.0,35.64493758668516,2403.3333333333335
4712,3,2,1770,7251,1.0,1990,98031,320900.0,44.25596469452489,2417.0
4713,3,2,2070,7995,1.0,1987,98031,329950.0,41.26954346466542,2665.0
4714,3,2,1920,9680,1.0,1961,98031,260000.0,26.859504132231404,3226.6666666666665
4715,4,3,2040,6300,2.0,2003,98031,315000.0,50.0,1575.0
4717,4,3,2130,9653,1.0,1978,98031,320000.0,33.15031596394903,2413.25
4719,4,3,1940,10133,2.0,1992,98031,311500.0,30.741142800750026,2533.25
4721,4,3,1850,7199,2.0,1989,98031,305500.0,42.43644950687595,1799.75
4722,2,1,740,9003,1.0,1949,98031,157500.0,17.49416861046318,4501.5
4723,4,3,2905,4874,2.0,2003,98031,365000.0,74.887156339762,1218.5
4724,3,3,1780,7192,1.0,1974,98031,252500.0,35.10845383759733,2397.3333333333335
4725,3,2,1450,9477,1.0,1963,98031,240000.0,25.324469768914213,3159.0
4726,4,3,2500,8215,2.0,1990,98031,372000.0,45.283018867924525,2053.75
4727,4,3,2070,7007,2.0,1996,98031,320000.0,45.66861709718852,1751.75
4728,4,3,2160,6825,2.0,1994,98031,325000.0,47.61904761904762,1706.25
4729,3,2,2090,7500,1.0,1977,98031,288000.0,38.4,2500.0
4730,4,2,1770,7799,2.0,1998,98031,325000.0,41.67200923195281,1949.75
4731,3,2,1910,10230,1.0,1964,98031,250000.0,24.437927663734115,3410.0
4733,3,3,2160,15817,2.0,1999,98031,354000.0,22.38098248719732,5272.333333333333
4734,3,3,1730,7200,2.0,1985,98031,250000.0,34.72222222222222,2400.0
4735,3,3,2570,10431,2.0,1989,98031,399950.0,38.342440801457194,3477.0
4736,3,2,1420,8126,1.0,1991,98031,265000.0,32.611370908195916,2708.6666666666665
4737,3,2,1610,8416,1.0,1994,98031,268000.0,31.844106463878326,2805.3333333333335
4738,4,2,1840,7275,1.0,1976,98031,279000.0,38.350515463917525,1818.75
4739,3,1,1570,8316,1.0,1962,98031,281700.0,33.874458874458874,2772.0
4740,4,3,2030,5202,2.0,2001,98031,304500.0,58.53517877739331,1300.5
4741,3,1,1380,12000,1.0,1963,98031,300000.0,25.0,4000.0
4742,4,3,2350,9952,1.0,1989,98031,397500.0,39.94172025723473,2488.0
4743,2,1,880,17743,1.0,1951,98031,292500.0,16.485374513892804,8871.5
4744,2,2,1070,8400,1.0,1980,98031,217500.0,25.892857142857142,4200.0
4745,3,3,2500,8304,2.0,1997,98031,364900.0,43.94267822736031,2768.0
4746,2,1,1310,7128,1.0,1980,98031,253000.0,35.49382716049383,3564.0
4747,3,2,1140,7078,1.0,1991,98031,257500.0,36.3803334275219,2359.3333333333335
4748,3,2,1320,10416,1.0,1996,98031,243000.0,23.329493087557605,3472.0
4749,3,3,1720,3676,2.0,1992,98031,255950.0,69.62731229597388,1225.3333333333333
4750,4,3,2740,8336,2.0,1990,98031,395000.0,47.38483685220729,2084.0
4752,4,2,2130,8151,1.0,1967,98031,285000.0,34.96503496503497,2037.75
